,Unnamed: 0,index,id,titulo,empresa,nivel_da_vaga,link,data_publi,salario_vg,cidade_vg,descr3_vg,descr2_vg
0,0,91,v2460774,Analista de Custos Júnior,LongPing - High-Tech,Júnior/Trainee,https://www.vagas.com.br/vagas/v2460774/analista-de-custos-junior,Publicada em 25/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Responsável pelo controle dos estoques da unidade, com foco em análises para redução de divergências (SAP x Físico).
Realizar contagens diárias de lotes do estoque (amostragem).
Consolidar dados e comparações (físico x SAP).
Analisar divergências com Operações do armazém.
Reporte mensal para área de custos com divergências dos períodos.
Ajustar divergências de inventário e buscar soluções para mitigar diferenças.
Organizar agendas de Inventários anuais da empresa e Auditoria Externa.
Dar suporte na identificação dos ativos fixos da cia.


Idiomas:
Inglês - Nível Intermediário

Outros requisitos:
Ensino Superior completo em Administração de Empresa ou áreas correlatas.
Microsoft Office: Nível Avançado
SAP: Nível Básico
Desejável Inglês Intermediário

Disponibilidade para viagens.","Assistência médica
Assistência odontológica
Auxílio fretado
Previdência privada
Restaurante interno
Seguro de vida"
0,0,92,v2461072,Analista de Faturamento,Confidencial,Pleno,https://www.vagas.com.br/vagas/v2461072/analista-de-faturamento,Publicada há 7 dias,a combinar,São Paulo,"Descrição

Descrição:
Análise e cálculo impostos e alíquotas de notas fiscais.
Análise, emissão e distribuição de faturamento.
Análise e emissão de notas fiscais (regras por Prefeitura).
Ajuste de cadastro de clientes.
Processamento de dados de faturamento para fins de conciliação.
Conferência para fins de apuração de ISS.
Fornecimento de suporte aos setores relacionados (clientes internos e externos).

Outros requisitos:
Bacharelado em Ciências Contábeis ou áreas correlatas.
Experiência comprovada na mesma função.
Experiência em Faturamento/Emissão de Notas Fiscais e faturas.
Bom conhecimento dos procedimentos de faturamento eletrônico.
Proficiência em MS Office (principalmente em Excel); familiaridade com utilização do SAP será considerado um diferencial.
Facilidade de acesso para a região da Água Branca (10 minutos do metrô Barra Funda).
OBS: oportunidade 100% presencial no escritório.","Assistência médica
Assistência odontológica
Seguro de vida
Vale-refeição
Vale-transporte"
0,0,93,v2461811,Analista Controladoria Sr,Biolab Farmacêutica,Sênior,https://www.vagas.com.br/vagas/v2461811/analista-controladoria-sr,Publicada há 4 dias,a combinar,São Paulo,"Empresa
Biolab Farmacêutica

Somos uma empresa brasileira, com presença internacional, que traz a inovação em seu DNA! E isso é motivo de muito orgulho para nós. Aqui acreditamos que a inovação, a diversidade e a valorização de pessoas caminham juntas. E é a partir dessa conexão que promovemos saúde e qualidade de vida à população.
Todas as nossas vagas estão abertas para contratação de pessoas diversas. Se você possui alguma necessidade ou adaptação específica, por favor, nos conte para que possamos te atender da melhor forma.

Para saber mais sobre nós, acesse www.biolabfarma.com.br e siga nossas redes sociais.

VIVA A EVOLUÇÃO!","Descrição

Descrição:
Somos uma empresa brasileira, com presença internacional, que traz a inovação em seu DNA! E isso é motivo de muito orgulho para nós. Aqui acreditamos que a inovação, a diversidade e a valorização de pessoas caminham juntas. E é a partir dessa conexão que promovemos saúde e qualidade de vida à população.

Todas as nossas vagas estão abertas para contratação de pessoas diversas. Se você possui alguma necessidade ou adaptação específica, por favor, nos conte para que possamos te atender da melhor forma.

O que esperamos de você:

Buscamos profissionais que possuam experiência anterior em Controladoria, que gostem de trabalhar com análise de dados e melhoria contínua.
Pessoas que sejam movidas a desafios e queiram fazer acontecer.
Possuir forte relacionamento interpessoal, gostar de se conectar com pessoas e de trabalhar equipe.
Habilidades para construção de relatórios gerenciais e uso de Power BI.
É necessário possuir ensino superior completo, preferencialmente em Contabilidade, Excel avançado e será um diferencial possuir conhecimento ERP JDE e inglês intermediário.

Confira abaixo os principais desafios desta posição:

Preparação do reporte mensal, com responsabilidade de análise das contas patrimoniais e de resultado, com base nos princípios contábeis brasileiros.
Análises de variações mensais e trimestrais de balanço e resultado.
Elaboração de notas explicativas, mapas de movimentação, fluxo de caixa e cálculo de equivalência patrimonial.
Elaboração de demonstrações financeiras.
Identificação de oportunidades de melhorias nos processos contábeis, definição de plano de ação e execução.
Assegurar que as normas e procedimentos de classificação contábil estão sendo seguidas.
Atendimento às auditorias (interna e externa), apuração e levantamento de documentos.
Suporte contábil às demais áreas da empresa, revisão e análise de conciliações contábeis.
Abertura de Custos por SKU para verificar eventuais variações e impactos na rentabilidade dos canais/mercados da Companhia.
Analisar e Identificar distorções de custo médio de um produto visando fornecer informações às áreas responsáveis.
Participar de reuniões de rotina informando dados de custos, status das ações e apoiar nas tomadas de decisões.
Apoio em atividades de projetos específicos tais como: mudança ou adequação de sistemas informatizados, cargas, incorporações, cisões, etc."
0,0,94,v2457568,Analista Sistemas III,Confidencial,Sênior,https://www.vagas.com.br/vagas/v2457568/analista-sistemas-iii,Publicada em 16/11/2022,a combinar,São Paulo,"Descrição

Descrição:
- Realizar a gestão dos projetos sob sua responsabilidade, avaliando questões de riscos, alterações de escopo, gestão de mudanças e implantação;
- Capacitar e repassar o conhecimento dos projetos para equipe;
- Contribuir com suporte e sustentação dos sistemas institucionais, analisando e investigando as solicitações, planejando a solução da causa raiz do problema.


Idiomas:
Inglês - Nível Intermediário

Outros requisitos:
- Ensino Superior completo em Ciência da Computação, Análise e desenvolvimento de Sistemas e Sistemas da Informação e/ou área afins;
- Desejável pós-graduação ou MBA em Gestão de Projetos;
- Conhecimentos em: - Banco de dados (Oracle ou SQL);
- Processo e arquitetura de Integração de sistemas;
- Implantação e sustentação do sistema Tasy: Módulos de Backoffice e Atendimento;
- Implantação de outros sistemas relacionados à área da saúde: CRM, RIS, Pacs, LIS, Portais e mobilidade;
- Atuação em gestão de projetos.","Assistência médica
Assistência odontológica
Vale-alimentação
Vale-refeição
Vale-transporte"
0,0,95,v2459908,Analista de PCM,The Adecco Group,Pleno,https://www.vagas.com.br/vagas/v2459908/analista-de-pcm,Publicada em 23/11/2022,a combinar,Divinópolis,"Descrição

Descrição:
Período Previsto de Contrato: 6 meses
possibilidade de efetivação.
  Descrição das Atividades:
Rotinas administrativas na área de PCM.
Abertura e fechamento de ordens de serviço. Fechamento de apropriação de material, mão de obra.
Controle em planilhas Excel. Controle e lançamento de material.
Lançamento e controle de dados via sistema SAP
  Local de Trabalho: Divinópolis / MG - presencial
Jornada de Trabalho: Segunda a sexta de 07:00 às 17:00 horas
Salário: 3000,00
Benefícios: VT VR 29,10, VA: 720,00, Plano de saúde (sem mensalidade) coparticipativo.
  Formação: Técnico ou Superior nas área de Direito, Administração ou Engenharias. Completo.
Necessária boa/sólida experiência na área de PCM
  Conhecimentos: Excel e Word intermediário.
Sistema SAP - desejávelA","Assistência médica
Vale-alimentação
Vale-refeição"
0,0,96,v2457053,Analista de Faturamento,Grupo Pardini,Júnior/Trainee,https://www.vagas.com.br/vagas/v2457053/analista-de-faturamento,Publicada em 14/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Executar rotina de faturamento conforme regras e padrões estabelecidos, buscar soluções corretivas e preventivas paras as diversas situações, evitando perdas e glosas no grupo Pardini.
Analisar documentação referente aos serviços prestados, realizar manutenção dos dados de cobrança de acordo com requisitos das operadoras de saúde e demais clientes, de forma a garantir o fechamento do faturamento;
Executar o faturamento dos atendimentos, bem como receber, conferir, dar tratativa nas pendências, fazer emissão de notas fiscais, protocolar e acompanhar todo fluxo, a fim de assegurar a execução do processo dos mesmos cumprindo prazos estabelecidos;
Dentre outras funções pertinente ao cargo.
Conhecimento em cobrança de anatomia será um diferencial.
Desejável experiência na área da saúde.





Outros requisitos:
 Colaboração;
 Comunicação;
 Desenvolvimento de si e dos outros
 Foco na experiência do cliente;
 Orientação para resultados;
 Liderar pela confiança.","Assistência médica
Assistência odontológica
Convênio com empresas parceiras
Ver todos"
0,0,97,v2455082,Analista de Laboratório I,BP BUNGE BIOENERGIA,Técnico,https://www.vagas.com.br/vagas/v2455082/analista-de-laboratorio-i,Publicada em 08/11/2022,a combinar,Itumbiara,"Descrição

Descrição:
Priscipais Resposnsabilidades:

Executar em cada etapa do processo industrial, análise de matérias-primas e produto final, impurezas minerais e vegetais, comparando os resultados dos testes químicos realizados com os padrões definidos internamente ou por normas regulamentares para cada material, comunicando o superior imediato em caso de desvios ou divergências para a tomada de decisões, garantindo que todo o processo industrial esteja conforme os planos da qualidade.

Efetuar o levantamento dos índices de infestação de pragas no laboratório colhendo amostras de canas, para identificar e quantificar a existência de entrenós brocados, preencher o formulário com o dados levantados, posteriormente registrar os dados no sistema.

Organizar os materiais e equipamentos necessários para as análises, colocando-os em bancadas e realizando o processo de assepsia para garantir a qualidade e a não alteração das análises.

Organizar os materiais e equipamentos necessários para as análises, colocando-os em bancadas e realizando o processo de assepsia para garantir a qualidade e a não alteração das análises.

Realizar a amostragem de cana através da operação da Sonda Oblíqua e Desintegrador, garantindo a segurança da operação conforme procedimento.

Realizar a prensagem das amostras de cana na Prensa Hidráulica garantindo a qualidade das mesmas e a segurança da operação.

· Inserir em formulários e no sistema dados, informações das análises laboratoriais, apontando as justificativas e medidas corretivas tomadas em caso de não conformidade, para fins de controle e acompanhamento da evolução ou reincidência do problema apresentado. · Informar aos profissionais do processo qualquer alteração encontrada, assegurando a formação do histórico de análises e contribuindo para a qualidade do processo industrial.

Verificar diariamente as características informadas nas soluções, vidrarias e coletores de amostras do laboratório, comparando o conteúdo com a identificação, a fim de eliminar interferências.

Monitorar o funcionamento dos equipamentos, verificando periodicamente o estado de calibração e conservação dos equipamentos analíticos, realizando testes nos equipamentos críticos, realizando aferição dos mesmos conforme padrões estabelecidos. · Realizar solicitação e reposição de produtos químicos, reagentes e materiais em sua bancada. · Participar do processo de auditorias de Housekeeping e auxiliar na implantação de melhorias apresentadas nos resultados das verificações.

Realizar a organização e limpeza na área interna e externa dos laboratórios. · Realizar suas atividades seguindo as normas de segurança, sempre utilizando os EPI´s adequadamente, com atenção e cuidado no manuseio de reagentes e vidrarias. · Cumprir os procedimentos e demais documentos relacionados às suas atividades. · Substituir, quando necessário, outros analistas nas folgas, intervalos das refeições e afastamentos.
Exercer as atividades em comum acordo com os valores, Código de Ética e Conduta, políticas, diretrizes e procedimentos da Empresa. · Em período de entressafra o ocupante desse cargo poderá auxiliar em atividades de suporte às áreas industrial, agrícola, mecânica, elétrica e instrumentação, bem como trabalhos de manutenção, atividades de limpeza, montagem, desmontagem e manutenção de materiais e equipamentos, nunca exercendo a função de um Eletricista, Mecânico ou Soldador, seguindo integralmente os procedimentos e instruções de trabalho, respeitando os aspectos de segurança, qualidade e meio ambiente.

Desenvolver demais atividades, de nível e complexidade semelhantes, que vierem a ser objeto de ordens de seu superior, segundo as necessidades da empregadora, desde que compatíveis com sua função.

Requisitos Necessários:

Ensino Técnico Completo em Química, Alimentos ou Açúcar e Álcool;
Registro no CRQ 12ª Região;
Disponibilidade para escala 5x1 e revesamento de turno;
Trabalho em equipe;
Disponibilidade para residir em Itumbiara.

Conhecimentos Desejáveis:
Curso superior;
Experiência no cargo e/ou em posições similares;
Conhecimento em Equipamentos Laboratoriais, Processo de Produção de Álcool, Análises Químicas;
Informática Básica.","Assistência médica
Assistência odontológica
Auxílio farmácia
Auxílio fretado
Participação nos Lucros ou Resultados
Previdência privada
Ver todos"
0,0,98,v2451583,Analista Comercial Sr,Sartori DHO,Sênior,https://www.vagas.com.br/vagas/v2451583/analista-comercial-sr,Publicada em 28/10/2022,a combinar,São Paulo,"Empresa
O Grupo Sartori é a maior Consultoria focada em Porto e Indústria.
Atendemos empresas de médio e grande porte em todo Brasil. 
Nossas vagas são destinadas a processos seletivos de nossos clientes.","Descrição

Descrição:
- Prestar suporte a equipe de vendas, com foco em melhoria de processos e performance;

- Realizar desdobramento de metas da equipe comercial;

- Realizar análise e acompanhamento de vendas, bem como demais informações de negócios para desenvolver planos de demanda comercial;

- Elaborar relatórios de vendas



O Perfil desejado

Obrigatório Ensino Superior completo em Administração, Gestão Comercial ou áreas afins. Necessário experiência em Inteligência Comercial, construção de Dashboards, análise estatística de vendas através de grandes bases de dados, planejamento comercial, conhecimentos em Power BI, Data Driven e nível avançado no Pacote Office. Desejável experiência em análise de produtos de consumo de giro rápido e conhecimento no sistema Neogrid ou afins.

Comunicação, Comprometimento, Capacidade analítica, Relacionamento Interpessoal e Proatividade completam esse perfil.



Pacote Remuneração

Salário: a combinar (enviar pretensão salarial);

Benefícios: Praxe de mercado"
0,0,99,v2453059,Analista de Suporte Sr,Ouro Verde,Sênior,https://www.vagas.com.br/vagas/v2453059/analista-de-suporte-sr,Publicada em 03/11/2022,a combinar,Curitiba,"Descrição

Descrição:
Análise e resolução de problemas: Realizar análise de problemas registrados resultantes de incidentes, através de análise da fila de problemas, com o objetivo de corrigir os BUGs com qualidade e assertividade;
Suporte ao time de atendimento: Suporte aos atendentes da equipe ajudando na análise de incidentes, através de análise da fila de chamados, com o objetivo de prestar os devidos esclarecimentos aos analistas de suporte.
Investigação e detalhamento de problemas: Identificar e detalhar correções para problemas sistêmicos apresentados via chamados, realizar os atendimentos às demandas específicas, não cobertas pelo sistema, executar os chamados conforme demanda, com o objetivo de prestar os devidos atendimentos com qualidade e assertividade.
Monitoramento: Identificar e desenvolver scripts de monitoramento para transações relacionadas ao negócio da companhia.

Outros requisitos:
Graduação completa em Analise / desenvolvimento de sistemas;
Conhecimento em programação .Net;
Conhecimento com banco de dados SQL.

Desejável:
Conhecimento em Dynamics AX, Salesforce, SQL;
Experiencia com APIs e integrações.","Assistência médica
Assistência odontológica
Auxílio academia
Auxílio estacionamento
Bicicletário
Participação nos Lucros ou Resultados
Ver todos"
0,0,100,v2453493,Analista de Controladoria II,LWART SOLUÇÕES AMBIENTAIS,Pleno,https://www.vagas.com.br/vagas/v2453493/analista-de-controladoria-ii,Publicada em 04/11/2022,a combinar,Lençóis Paulista,"Empresa
A Lwart Soluções Ambientais gerencia seus negócios de forma sustentável, oferecendo ao mercado produtos e soluções que estão presentes no dia a dia das pessoas. A Lwart atua na produção de óleos básicos de alta performance, a partir da coleta e rerrefino de óleos lubrificantes usados e na gestão de outros resíduos pós consumo como plásticos, estopas e filtros contaminados com óleo. Ao coletar, destinar e transformar esses resíduos, agregando-lhes valor, a Lwart Soluções Ambientais ajuda a tornar infinito o ciclo de insumos finitos. O planeta agradece!","Descrição

Descrição:
Atribuições:
O Profissional será o ponto focal entre as áreas de controladoria, financeiro e tributário junto da área de avaliação de Novos Negócios, além de realizar outras atividades de análise de controladoria como acompanhamento do planejamento anual e controle orçamentário da organização.

Requisitos:
Superior Completo em Administração de Empresas, Economia, Ciências Contábeis, Engenharia de Produção ou áreas afins.
Desejável pós-graduação em Controladoria & Finanças, Gerenciamento de Projetos ou Cursos correlatos;
Conhecimento em modelagem das Demonstrações Financeiras e peças gerenciais, custeio, análises de viabilidade e acompanhamento de despesas;
Experiência em ferramenta de análise de dados Power BI, Excel avançado (VBA será um diferencial) e SAP (módulo CO).
Disponibilidade para residir em Lençóis Paulista, Bauru e Macatuba - SP.

Nos nossos processos seletivos, todas as pessoas são bem-vindas! Apoiamos, incentivamos e promovemos a Diversidade e a Inclusão."
0,0,101,v2450640,Analista de Crédito,Amaggi,Pleno,https://www.vagas.com.br/vagas/v2450640/analista-de-credito,Publicada em 24/11/2022,a combinar,Cuiabá,"Empresa
A AMAGGI é uma empresa nacional de grande porte com atuação nas áreas de produção, industrialização e comercialização de grãos, navegação e geração de energia.
Sempre mantendo o foco de ser uma referência no desenvolvimento sustentável.
Sua unidade Corporativa está localizada em Cuiabá (MT) e opera em todas as regiões do Brasil.
No mercado internacional, possui forte presença na Europa e na América do Sul, com escritórios de representações.","Descrição

Descrição:
Atribuições:

- Analisar os limites e operações de crédito a serem concedidos a clientes e fornecedores;
- Acompanhar fluxo de crédito, realizar estudos econômico-financeiros, bem como gerar informações e dados em geral, visando contribuir na tomada de decisão e mitigar os riscos de crédito existentes;
- Realizar a análise econômico-financeira de clientes e ou fornecedores das empresas, objetivando gerar informações que esclareçam os riscos de crédito existentes e repassar às áreas envolvidas para que as auxiliem na tomada de decisão.

Requisitos Necessários:

- Graduação Completa em Administração, Contabilidade ou Finanças;
- Sólidos conhecimentos Gestão de Risco e Controladoria, Rotinas Administrativas, Financeiras e Controles Internos;


Benefícios da vaga:

- Assistência Médica e Odontológica Nacional;
- Seguro de Vida em Grupo;
- Vale Alimentação;
- Programa de Participação nos Resultados;
- Previdência Privada.

*Todas as nossas vagas estão disponíveis para pessoas com deficiência*"
0,0,102,v2447848,Analista de Sistemas,Verisure Brasil,Pleno,https://www.vagas.com.br/vagas/v2447848/analista-de-sistemas,Publicada em 20/11/2022,a combinar,São Paulo,"Empresa
Na Verisure criamos as inovações mais disruptivas do mercado, que se tornaram padrão para a indústria e o setor. Líder de mercado europeu em monitoramento de “alarmes inteligentes” na Europa e com forte expansão no Brasil, onde já alcançou a linha de mais de 4 milhões de novos clientes.Atuamos em 16 países da Europa e América Latina, e queremos te convidar a fazer parte desse crescimento acelerado.Nosso DNA: Paixão, Compromisso, Inovação, Trabalho em Equipe, Confiança e Responsabilidade.","Descrição

Descrição:
Analisar requisitos juntamente com as áreas solicitantes, desenvolvendo e acompanhando projetos de melhorias e impacto nos diversos sistemas da empresa.
Participar da estratégia de mudanças do sistema, verificando a necessidade das áreas envolvidas, quando necessário.
Identificar melhorias nos processos e sistemas através de testes, analisando junto aos departamentos envolvidos possíveis mudanças, quando necessário.
Analisar o desenvolvimento realizado pelos programadores, realizando testes e sugerindo melhorias, diariamente.
Atuar na pós-implantação do sistema, auxiliando os usuários na utilização dos mesmos, esporadicamente.
Realizar backups das bases de dados dos sistemas e garantindo a integridade dos mesmos.
Participar de reuniões com gerente de sistemas, recebendo orientação referente a prazos a serem cumpridos.
Estar apto a realizar todas as tarefas do cargo de Programador.

Idiomas:
Espanhol - Nível Básico e Inglês - Nível Avançado

Outros requisitos:
Curso Superior Completo em Ciência da Computação, Análise de Sistemas e/ou Sistemas de Informação
Visual Basic
NET
Crystal Reports
SQL Server"
0,0,103,v2461760,Analista de Exportação,Esrh,Pleno,https://www.vagas.com.br/vagas/v2461760/analista-de-exportacao,Publicada há 4 dias,a combinar,Santos,"Descrição

Descrição:
Oportunidade para atuar em Santos/SP Presencial.

Atividades: Efetivação de booking junto aos armadores e/ou agentes de cargas; Coordenação de embarques marítimos e reodoviários; Acompanhar a posição de navios (pré e pós embarque); Atualização diária dos dados de embarque no Protheus; Conferência e emissão de documentos de exportação (DUE, draft BL, VGM, Certificado de Origem, Phitossanitário, Invoice, Packing list, entre outros); Agendamento de vistorias pelos órgãos anuentes, quando necessário; Solicitação de seguro internacional, quando necessário; Instrução e coordenação de embarque com despachante aduaneiro; Envio de instrução para emissão de Nota Fiscal; Follow-up com clientes desde o envio da documentação para aprovação; Fechamento de despesas da operação; Atualização sobre legislação aduaneira.
Formação: Formação em Comércio Exterior, Economia ou Relações Internacionais; Inglês Fluente (escrita e conversação);


Idiomas:
Inglês - Nível Fluente","Assistência médica
Assistência odontológica
Vale-alimentação
Vale-refeição
Vale-transporte"
0,0,104,v2450130,Analista de Sistemas Jr,Polenghi,Júnior/Trainee,https://www.vagas.com.br/vagas/v2450130/analista-de-sistemas-jr,Publicada há 3 dias,a combinar,São Paulo,"Descrição

Descrição:
Suporte aos usuários no sistema Protheus 12 e seus módulos, desenvolvimento e implementação de novas rotinas em Advpl, implantação e manutenção de sistemas, criação de usuários nos sistemas, etc.

Levantamento e mapeamento de processos junto as áreas de negócio na aderência de implantação de novos módulos do Protheus e outros sistemas.

Suporte aos sistemas secundários.

Outros requisitos:
• Conhecimento em Protheus V12,
• Conhecimento nos módulos Faturamento/Financeiro/Contabilidade/Fiscal.
• NF-e
• TSS – funcionalidades e configuração
• TAF
• Desenvolvimento em ADVPL
• Conhecimento em banco de dados Oracle e/ou SQL
• Conhecimento em instalação e configuração da estrutura do Protheus (Ctree, License server, DBAccess, Load
Balance, Configurador, TDS , APSDU
Diferencial -
1.conhecimento em outros módulos do Protheus e principalmente módulos do RH
2. conhecimento em desenvolvimento de web-services
Idioma : Inglês intermediário (oral e escrita) – será diferencial","Assistência médica
Assistência odontológica
Desconto em produtos
Participação nos Lucros ou Resultados
Ver todos"
0,0,105,v2457720,Analista de Seguros Júnior,Confidencial,Júnior/Trainee,https://www.vagas.com.br/vagas/v2457720/analista-de-seguros-junior,Publicada em 16/11/2022,a combinar,São Paulo,"Descrição

Descrição:
Area: Estrutura de Gestão de Risco Controles e Compliance.
  Foco principal na gestão de apólices de seguros e gestão de riscos operacionais.
  Responsabilidades:
Responsável por suportar o processo de planejamento, desenho e contratação de apólices de seguro, a fim de proteger o capital da companhia em suas vertentes: financeiro, humano, ambiental, intelectual, patrimonial e vidas. Visando sempre garantir a perenidade do negócio, selecionamento das melhoras coberturas securitárias e as melhoras taxas de seguro do mercado.
Gerir as apólices de seguro durante toda sua vigência adequando-as para a realidade e necessidades das operações da companhia
Gerir o processo de regulação de sinistros desde a ocorrência até a indenização, suportando e orientando a área sinistrada.
Planejar e executar todos os processos de renovação das apólices do Programa Global de Seguros da companhia.
Fazer a gestão cadastral, financeira e contábil das apólices de seguro via SAP (ERP).
Acompanhar as necessidades das operações e dos negócios da companhia, sugerindo aplicações de apólice de seguro como instrumento financeiro de mitigação de riscos.
Realizar apresentações, fóruns, workshops e palestras sobre os temas de seguros, gerenciamento de risco aplicado a prevenção de perdas e sinistros.
Acompanhar e suportar todo o processo de regulação das ocorrências de sinistro, orientando o público operacional da unidade sinistrada no levantamento de dados, apuração e comprovação dos prejuízos, até a indenização seja recebida da seguradora.
Assegurar o funcionamento e evolução dos programas de gerenciamento de riscos operacionais e logísticos, através da supervisão das inspeções de seguradoras, resseguradoras, consultores de riscos e especialistas em prevenção de perdas.
Compilar dados, indicadores e recomendações de melhoria de risco provenientes de relatórios de inspeção, elaborar dashboards e relatórios internos de divulgação aos gestores industriais, logísticos, diretoria de finanças e de gestão de riscos.
Acompanhar e suportar a gestão do orçamento matricial do Programa Global de Seguros da companhia. 
  Experiência Requerida:
· Superior finalizando ou completo (Administração, Economia, Contabilidade);
· Conhecimento de Pacote Office: Intermediário;
· Disponibilidade para viagens internacionais e nacionais.
· Atuação na área de seguros ou seguro de transportes.
  Requisitos Desejáveis:
· Bastante desejável Inglês intermediário: leitura e escrita
· Conhecimento em Power BI;
· Conhecimento em SAP;
  Local de trabalho: São Paulo/SP - Atuação Hibrido (Media de 2x por semana presencial)

Idiomas:
Inglês - Nível Intermediário","Assistência médica
Assistência odontológica
Auxílio creche
Home office
Participação nos Lucros ou Resultados
Refeitório
Ver todos"
0,0,106,v2453123,Analista Contábil Júnior,RINA BRASIL,Júnior/Trainee,https://www.vagas.com.br/vagas/v2453123/analista-contabil-junior,Publicada em 03/11/2022,a combinar,Rio de Janeiro,"Descrição

Descrição:
Missão:
O papel se concentra em fornecer informações financeiras à gestão, pesquisando e analisando dados contábeis e elaborando relatórios.

Atividades:

Apoiar o departamento contábil com os deveres contábeis do dia-a-dia;
Transações contábeis de entrada no sistema ERP;
Receber e processar faturas de fornecedores e declarações de cobrança no sistema contábil;
Verificação das contas do Balanço Patrimonial pendentes;
Preparar a reconciliação bancária;
Análise geral do Livro;
Ajudar com contas a pagar; receber e preparar pagamentos;
Cumprindo os requisitos de aquisição;
Controle de cobrança de crédito e controle de contas a receber;
Organizar documentos e arquivos para enviar a empresas de contabilidade no exterior;
Liaise com fornecedores deveres administrativos ad-hoc.


Idiomas:
Inglês - Nível Intermediário

Outros requisitos:
Requisitos:
Bacharel em Contabilidade;
Necessária boa/sólida experiência em contabilidade;
Pacote Office Avançado (Principal Excel);
O conhecimento no Sistema Sap (Fatores de Sucesso) é uma vantagem.","Assistência médica
Assistência odontológica
Programa de treinamentos
Seguro de vida
Vale-alimentação
Vale-refeição
Ver todos"
0,0,107,v2453256,Analista de Execução Jr.,COFCO International,Júnior/Trainee,https://www.vagas.com.br/vagas/v2453256/analista-de-execucao-jr,Publicada em 03/11/2022,a combinar,Santos,"Descrição

Descrição:
Missão:
Responsável pelas atividades de execução dos contratos de exportação de algodão.

Responsabilidade:

Receber e analisar instruções de embarque e import permits;
Providenciar reservas de fretes marítimos, acompanhar dead-lines, gerir rolagens ou quebras do processo e confirmar embarques;
Inserir dados do processo nos sistemas da empresa;
Nomear fornecedores;
Confeccionar drafts de documentos de exportação e controlar a emissão dos documentos originais;
Solicitar emissão das notas fiscais de exportação junto a área de faturamento;
Gerir processos de retirada de containers vazios e entrega de cheios, estufagem de containers, desembaraço aduaneiro, fumigação e certificação de peso;
Conferir, lançar e acompanhar pagamentos de prestações de serviços (terminais, fumigadoras, associação comercial, comissárias de despacho, certificadoras de peso e armadores);
Enviar relatórios periódicos;

Áreas de atuação:
Superior Completo (Administração, Comércio exterior ou afins).




Idiomas:
Espanhol - Nível Intermediário e Inglês - Nível Intermediário","Assistência médica
Assistência odontológica
Auxílio academia
Bolsa auxílio
Cesta de natal
Consignado
Ver todos"
0,0,108,v2459366,Analista de Processos Pleno,TEKSID DO BRASIL,Pleno,https://www.vagas.com.br/vagas/v2459366/analista-de-processos-pleno,Publicada em 22/11/2022,a combinar,Betim,"Descrição

Descrição:
- Ter conhecimento de processos de fundição;
- Atualizar periodicamente, de forma eletrônica e nos quadros de gestão a vista, os gráficos de controle que auxiliam a gestão do setor;
- Monitorar dos gastos feitos pelo setor a fim de dar subsídio ao gerenciamento dos recursos;
- Inter-relacionar com os diversos setores da Empresa para obtenção de dados necessários ao monitoramento do setor, sendo: Qualidade, Segurança, Controle de Gestão, Vendas, etc;
- Dar suporte aos Orçamentistas, Coordenadores e Projetistas quanto do monitoramento de suas atividades;
- Dar suporte ao Gestor de Projetos quanto ao controle dos custos;
- Dar suporte ao Responsável de Métodos e Ferramental quanto ao gerenciamento das atividades e custos do setor;
- Criar e atualizar os procedimentos da área de acordo com as normas de qualidade e requisitos adequados;
- Conhecer e responder pelos Sistemas de Gestão da Qualidade, Segurança e Saúde sendo o responsável em facilitar a comunicação entre esses setores e a Engenharia;
- Conhecer, desenvolver e utilizar softwares de gestão adequados;
- Dar suporte ao Auxiliar Administrativo na elaboração da documentação de compra de itens diversos, bem como acompanhar o fluxo desta documentação;","Assistência médica
Auxílio fretado
Cesta básica
Desconto em produtos
Participação nos Lucros ou Resultados
Previdência privada
Ver todos"
0,0,109,v2460474,Analista de Projetos (6411),Lyon Engenharia,Júnior/Trainee,https://www.vagas.com.br/vagas/v2460474/analista-de-projetos-6411,Publicada em 24/11/2022,a combinar,Nova Lima,"Descrição

Descrição:
Acompanhar manutenção de infraestrutura de capacitação técnica e para controle de treinamentos (VES e Portal GC);
Treinamento geral do sistema e suas funcionalidades, plano de desenvolvimento, construção de currículo, abertura de turmas, criação de link's, proxy, cadastro de lista de frequência, tutorias do sistema VES com os anexos.
Catalogação
Acompanhar aplicação de diagnósticos técnico;
Acompanhamento das ações online obrigatórias no Power Bi;
Arquivamento físico - Atribuir curriculum no VES;
Lançamento de evidências em sistema e base de dados;
Suporte aos agentes educacionais internos na confecção e impressão de materiais;
Abrir turmas no sistema VES;
Agendar salas de reunião internas;
Fazer inscrições manuais de ações standard;
Monitorar realização dos treinamentos da equipe.

Outros requisitos:
Pacote office intermediário
SAP
Conhecimento em Power BI
Gestão do conhecimento
Experiência com rotinas de gestão de projetos, rotinas administrativas e logística da gestão de conhecimento.","Assistência médica
Assistência odontológica
Auxílio fretado
Seguro de vida
Vale-alimentação
Vale-refeição"
